HSN_Code,HSN_Chapter,Chapter_Name,Commodity,Import_FY24_25_USDmillions,Import_FY25_26_USDmillions,YoY_Growth_Percent,Base_Score,Chapter_Priority,Tier,Substitution_Potential,FY30_Savings_USDmillions,Confidence_Level,Quick_Win,Priority_Chemical
28322090,28,Inorganic Chemicals,OTHER SULPHITE,0.33,0.29,-11.7,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28323010,28,Inorganic Chemicals,SODIUM THIOSULPHATE (HYPO),0.15,0.05,-68.8,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28323020,28,Inorganic Chemicals,MAGNESIUM THIOSULPHATE,0.0,0.0,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28323090,28,Inorganic Chemicals,OTHER THIOSULPHATE,0.6,0.75,23.8,5.4,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
28331100,28,Inorganic Chemicals,DISODIUM SULPHATE,2.47,2.25,-8.9,3.0,High,Tier 3 (Specialty),15-30%,0.3,0.5,No,No
28331910,28,Inorganic Chemicals,SODIUM HYDROGEN SULPHATE(ACID SULPHATE),0.14,0.09,-33.6,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28331920,28,Inorganic Chemicals,SODIUM PYROSULPHATE,0.0,0.01,59.4,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28331990,28,Inorganic Chemicals,OTHER SODIUM SULPHATES,0.18,0.11,-39.3,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28332100,28,Inorganic Chemicals,MAGNESIUM SULPHATE,4.08,3.52,-13.6,3.0,High,Tier 3 (Specialty),15-30%,0.5,0.5,No,No
28332210,28,Inorganic Chemicals,ALUMINIUM SULPHATE (IRON FREE),0.03,0.04,42.3,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28332290,28,Inorganic Chemicals,OTHER ALUMINIUM SULPHATE,0.07,0.07,-0.1,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28332400,28,Inorganic Chemicals,NICKEL SULPHATE,8.05,15.96,98.2,5.4,High,Tier 3 (Specialty),15-30%,2.4,0.5,No,No
28332500,28,Inorganic Chemicals,COPPER SULPHATE,0.4,0.35,-13.9,3.0,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
28332700,28,Inorganic Chemicals,BARIUM SULPHATE,18.45,23.53,27.6,5.4,High,Tier 3 (Specialty),15-30%,3.5,0.5,No,No
28332910,28,Inorganic Chemicals,FERROUS SULPHATE,0.02,0.01,-36.4,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28332930,28,Inorganic Chemicals,QUINIDINE SULPHATE,0.0,0.0,727.6,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28332940,28,Inorganic Chemicals,MANGANESE SULPHATE,0.08,0.08,-4.7,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28332990,28,Inorganic Chemicals,"OTHER SULPHATES, NES",8.75,9.89,13.0,4.5,High,Tier 3 (Specialty),15-30%,1.5,0.5,No,No
28333010,28,Inorganic Chemicals,AMMONIUM ALUM,0.0,0.01,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28333090,28,Inorganic Chemicals,OTHER ALUMS,1.84,1.65,-10.4,3.0,High,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
28334000,28,Inorganic Chemicals,PEROXOSULPHATES (PERSULPHATES),3.99,4.1,2.9,3.3,High,Tier 3 (Specialty),15-30%,0.6,0.5,No,No
28341010,28,Inorganic Chemicals,SODIUM NITRITE,6.64,7.62,14.8,4.5,High,Tier 3 (Specialty),15-30%,1.1,0.5,No,No
28341090,28,Inorganic Chemicals,OTHER NITRITES,0.11,0.1,-13.1,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28342100,28,Inorganic Chemicals,POTASSIUM NITRATE,2.17,4.69,115.8,5.4,High,Tier 3 (Specialty),15-30%,0.7,0.5,No,No
28342910,28,Inorganic Chemicals,STRONTIUM NITRATE,1.93,2.11,9.3,3.3,High,Tier 3 (Specialty),15-30%,0.3,0.5,No,No
28342920,28,Inorganic Chemicals,MAGNESIUM NITRATE,0.52,0.51,-1.8,3.0,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
28342930,28,Inorganic Chemicals,BARIUM NITRATE,0.06,0.02,-73.6,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28342990,28,Inorganic Chemicals,OTHER NITRATES NES,3.99,2.96,-26.0,3.0,High,Tier 3 (Specialty),15-30%,0.4,0.5,No,No
28351010,28,Inorganic Chemicals,CALCIUM HYPOPHOSPHITE,0.1,0.06,-42.5,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28351020,28,Inorganic Chemicals,MAGNESIUM HYPOPHOSPHITE,0.07,0.02,-63.3,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28351090,28,Inorganic Chemicals,OTHER HYPOPHOSPHITES NES,10.78,12.87,19.4,4.5,High,Tier 3 (Specialty),15-30%,1.9,0.5,No,No
28352200,28,Inorganic Chemicals,MONO OR DISODIUM PHOSPHATE,3.97,4.52,13.8,4.5,High,Tier 3 (Specialty),15-30%,0.7,0.5,No,No
28352400,28,Inorganic Chemicals,POTASSIUM PHOSPHATE,6.61,5.01,-24.2,3.0,High,Tier 3 (Specialty),15-30%,0.8,0.5,No,No
28352500,28,Inorganic Chemicals,CALCIUM HYDROGENORTHO                     PHOSPHATE (DICALCIUM PHOS...,17.43,12.91,-25.9,3.0,High,Tier 3 (Specialty),15-30%,1.9,0.5,No,No
28352610,28,Inorganic Chemicals,CALCIUM MONOBASIC PHOSPHATE,38.68,54.59,41.1,5.4,High,Tier 2.5 (Quick-win),60-75%,32.8,0.8,Yes,No
28352620,28,Inorganic Chemicals,CALCIUM TRIBASIC PHOSPHATE,0.8,0.78,-1.7,3.0,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
28352690,28,Inorganic Chemicals,OTHER CALCIUM PHOSPHATE,6.94,8.95,29.0,5.4,High,Tier 3 (Specialty),15-30%,1.3,0.5,No,No
28352910,28,Inorganic Chemicals,MAGNESIUM PHOSPHATE MONOBASIC,0.01,0.04,554.6,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28352920,28,Inorganic Chemicals,MAGNESIUM PHOSPHATE DIBASIC,0.0,0.0,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28352930,28,Inorganic Chemicals,MAGNESIUM PHOSPHATE TRIBASIC,0.17,0.07,-61.6,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28352940,28,Inorganic Chemicals,SODIUM HEXA META PHOSPHATE,3.51,3.8,8.2,3.3,High,Tier 3 (Specialty),15-30%,0.6,0.5,No,No
28352990,28,Inorganic Chemicals,"OTHER PHOSPHATES, NES",9.35,10.99,17.6,4.5,High,Tier 3 (Specialty),15-30%,1.6,0.5,No,No
28353100,28,Inorganic Chemicals,SODIUM TRIPHOSPHATE( SODIUM TRIPLYPHOSPHAE,39.46,42.74,8.3,3.3,High,Tier 3 (Specialty),15-30%,6.4,0.5,No,No
28353900,28,Inorganic Chemicals,OTHER POLYPHOSPHATES,26.05,25.19,-3.3,3.0,High,Tier 3 (Specialty),15-30%,3.8,0.5,No,No
28362010,28,Inorganic Chemicals,DISODIUM CARBONATE DENSE,183.24,166.85,-8.9,3.6,High,Tier 2.5 (Quick-win),60-75%,100.1,0.8,Yes,No
28362020,28,Inorganic Chemicals,DISODIUM CARBONATE LIGHT,34.3,32.6,-5.0,3.0,High,Tier 3 (Specialty),15-30%,4.9,0.5,No,No
28362090,28,Inorganic Chemicals,OTHER DISODIUM CARBONATE,16.26,10.69,-34.3,3.0,High,Tier 3 (Specialty),15-30%,1.6,0.5,No,No
28363000,28,Inorganic Chemicals,SODIUM HYDROGEN CARBONATE (SODIUM         BICARBONATE),14.34,13.94,-2.8,3.0,High,Tier 3 (Specialty),15-30%,2.1,0.5,No,No
28364000,28,Inorganic Chemicals,POTASSIUM CARBONATES,28.84,26.64,-7.6,3.0,High,Tier 3 (Specialty),15-30%,4.0,0.5,No,No
28365000,28,Inorganic Chemicals,CALCIUM CARBONATE,67.03,50.83,-24.2,3.0,High,Tier 2.5 (Quick-win),60-75%,30.5,0.8,Yes,No
28366000,28,Inorganic Chemicals,BARIUM CARBONATE,0.11,0.03,-76.1,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28369100,28,Inorganic Chemicals,LITHIUM CARBONATES,12.28,12.64,2.9,3.3,High,Tier 3 (Specialty),15-30%,1.9,0.5,No,No
28369200,28,Inorganic Chemicals,STRONTIUM CARBONATE,4.46,5.61,25.7,5.4,High,Tier 3 (Specialty),15-30%,0.8,0.5,No,No
28369910,28,Inorganic Chemicals,PERCARBONATES,10.43,9.56,-8.3,3.0,High,Tier 3 (Specialty),15-30%,1.4,0.5,No,No
28369920,28,Inorganic Chemicals,MAGNESIUM CARBONATE (EXCL NATURAL),0.37,0.45,20.5,5.4,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
28369930,28,Inorganic Chemicals,ALUMINIUM BICARBONATE,0.04,0.03,-10.3,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28369990,28,Inorganic Chemicals,"OTHER CARBONATES, NES",34.59,40.15,16.1,4.5,High,Tier 3 (Specialty),15-30%,6.0,0.5,No,No
28371100,28,Inorganic Chemicals,CYANIDESANDCYANIDE OXIDE OF SODIUM,6.46,6.78,4.9,3.3,High,Tier 3 (Specialty),15-30%,1.0,0.5,No,No
28371910,28,Inorganic Chemicals,POTASSIUM CYANIDE,7.18,5.5,-23.3,3.0,High,Tier 3 (Specialty),15-30%,0.8,0.5,No,No
28371990,28,Inorganic Chemicals,OTHER CYANIDES AND CYANIDE OXIDES NES,2.47,3.94,59.3,5.4,High,Tier 3 (Specialty),15-30%,0.6,0.5,No,No
28372010,28,Inorganic Chemicals,AMMONIUM SULPHOCYANIDE,0.09,0.13,48.0,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28372020,28,Inorganic Chemicals,POTASSIUM FERRICYANIDE,0.01,0.02,215.1,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28372030,28,Inorganic Chemicals,POTASSIUM FERROCYANIDE,0.85,0.75,-11.9,3.0,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
28372040,28,Inorganic Chemicals,SODIUM FERROCYANIDE,0.99,0.98,-0.4,3.0,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
28372050,28,Inorganic Chemicals,SODIUM NITROPRUSIDE(SOD NITROFERRICYANIDE),0.02,0.0,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28372090,28,Inorganic Chemicals,OTHER COMPLEX CYANIDES,1.53,1.48,-3.5,3.0,High,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
28391100,28,Inorganic Chemicals,SODIUM METASILICATES,0.36,0.41,14.0,4.5,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
28391900,28,Inorganic Chemicals,OTHER SODIUM SILICATES,0.75,1.03,37.4,5.4,High,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
28399010,28,Inorganic Chemicals,MAGNESIUM TRISILICATE,0.15,0.13,-12.8,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28399090,28,Inorganic Chemicals,"OTHER SILICATES AND COMMRCL METAL SILICATES, NES",5.64,6.22,10.3,4.5,High,Tier 3 (Specialty),15-30%,0.9,0.5,No,No
28401100,28,Inorganic Chemicals,"DISIDIUM TETRABORATES (RFND BORAX),       ANHYDROUS",4.23,5.74,35.8,5.4,High,Tier 3 (Specialty),15-30%,0.9,0.5,No,No
28401900,28,Inorganic Chemicals,OTHER DISODIUM TETRABORATES,88.21,96.23,9.1,3.3,High,Tier 2.5 (Quick-win),60-75%,57.7,0.8,Yes,No
28402010,28,Inorganic Chemicals,MAGNESIUM BORATES,0.03,0.75,2258.5,5.4,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
28402090,28,Inorganic Chemicals,OTHER BORATES,15.76,16.74,6.2,3.3,High,Tier 3 (Specialty),15-30%,2.5,0.5,No,No
28403000,28,Inorganic Chemicals,PEROXOBORATES (PERBORATES),1.43,1.5,4.7,3.3,High,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
28413000,28,Inorganic Chemicals,SODIUM DICHROMATE,15.06,17.24,14.5,4.5,High,Tier 3 (Specialty),15-30%,2.6,0.5,No,No
28415090,28,Inorganic Chemicals,OTHER DICHROMATES : PEROXOCHROMATES AND     CHROMATES,0.4,0.52,28.4,5.4,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
28416100,28,Inorganic Chemicals,POTASSIUM PERMANGANATE,0.17,0.32,94.8,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28416900,28,Inorganic Chemicals,"MANGANITES, MANGANATES AND PERMANGANATES    (OTHR THAN POTTASSIUM P...",2.74,2.43,-11.1,3.0,High,Tier 3 (Specialty),15-30%,0.4,0.5,No,No
28417010,28,Inorganic Chemicals,ALUMINIUM MOLYBDATE,0.0,0.0,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28417020,28,Inorganic Chemicals,SODIUM MOLYBDATE,0.05,0.01,-89.2,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28417090,28,Inorganic Chemicals,OTHER MOLYBDATES,0.06,0.42,590.3,5.4,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
28418010,28,Inorganic Chemicals,SODIUM TUNGSTATE,0.0,0.0,11.3,4.5,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28418090,28,Inorganic Chemicals,OTHER TUNGSTATES,0.08,0.38,396.5,5.4,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
28419000,28,Inorganic Chemicals,"*OTHER SALTS OF OXOMETALLIC OR             PEROXOMETALLIC ACIDS, NES",30.79,46.25,50.2,5.4,High,Tier 3 (Specialty),15-30%,6.9,0.5,No,No
28421000,28,Inorganic Chemicals,DOUBLE OR COMPLEX SILICATES INCL.         ALUMINOSILICATES,34.91,44.01,26.1,5.4,High,Tier 3 (Specialty),15-30%,6.6,0.5,No,No
28429010,28,Inorganic Chemicals,ARSENITES AND ARSENATES,0.32,0.41,26.9,5.4,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
28429090,28,Inorganic Chemicals,OTHER SALTS OF INORGANIC ACIDS/           PEROXOACIDS,61.03,61.55,0.8,3.3,High,Tier 2.5 (Quick-win),60-75%,36.9,0.8,Yes,No
28431010,28,Inorganic Chemicals,COLLOIDAL PRECIOUS METALS OF GOLD,7.19,7.41,3.1,3.3,High,Tier 3 (Specialty),15-30%,1.1,0.5,No,No
28431020,28,Inorganic Chemicals,COLLOIDAL PRECIOUS METALS OF SILVER,0.56,0.17,-69.5,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28431090,28,Inorganic Chemicals,OTHER COLLOIDAL PRECIOUS METALS,0.97,2.79,188.8,5.4,High,Tier 3 (Specialty),15-30%,0.4,0.5,No,No
28432100,28,Inorganic Chemicals,SILVER NITRATE,11.29,14.46,28.1,5.4,High,Tier 3 (Specialty),15-30%,2.2,0.5,No,No
28432900,28,Inorganic Chemicals,OTHER COMPOUND OF SILVER,7.62,13.09,71.7,5.4,High,Tier 3 (Specialty),15-30%,2.0,0.5,No,No
28433000,28,Inorganic Chemicals,GOLD COMPOUNDS,2402.0,4012.28,67.0,10.8,High,Tier 2 (Dependent),30-50%,1203.7,0.7,No,No
28439011,28,Inorganic Chemicals,SODIUM AUROUS THIOSULPHATE,0.0,0.0,-97.7,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28439012,28,Inorganic Chemicals,"NOBLE METAL SOLUTIONS OF PLATINUM,RHODIUM AND PALLADIUM",957.88,1294.16,35.1,10.8,High,Tier 2 (Dependent),30-50%,388.2,0.7,No,No
28439019,28,Inorganic Chemicals,OTHER COMPOUNDS,113.06,249.03,120.3,6.48,High,Tier 2 (Dependent),30-50%,74.7,0.7,No,No
28439020,28,Inorganic Chemicals,AMALGAMS,0.46,2.28,392.1,5.4,High,Tier 3 (Specialty),15-30%,0.3,0.5,No,No
28461010,28,Inorganic Chemicals,CERIUM OXIDES,1.28,2.14,67.5,5.4,High,Tier 3 (Specialty),15-30%,0.3,0.5,No,No
28461090,28,Inorganic Chemicals,OTHER CERIUM COMPOUNDS,4.65,5.63,21.0,5.4,High,Tier 3 (Specialty),15-30%,0.8,0.5,No,No
28469010,28,Inorganic Chemicals,RARE EARTH OXIDES NES,0.44,0.77,74.4,5.4,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
28469020,28,Inorganic Chemicals,RARE EARTH FLUORIDES NES,0.0,0.02,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28469030,28,Inorganic Chemicals,RARE EARTH CHLORIDES NES,0.58,0.03,-94.9,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28469090,28,Inorganic Chemicals,OTHER COMPNDS INORGNC/ORGNC OF RARE EARTH MATERIALS,4.23,14.44,241.2,5.4,High,Tier 3 (Specialty),15-30%,2.2,0.5,No,No
28470000,28,Inorganic Chemicals,HYDROGEN PEROXIDE W/N SOLIDIFIED WITH UREA,14.23,16.27,14.4,4.5,High,Tier 3 (Specialty),15-30%,2.4,0.5,No,No
28491000,28,Inorganic Chemicals,CARBIDES OF CALCIUM W/N CHMCLY DEFINED,14.15,10.85,-23.3,3.0,High,Tier 3 (Specialty),15-30%,1.6,0.5,No,No
28492010,28,Inorganic Chemicals,CARBORUNDUM,10.33,8.13,-21.3,3.0,High,Tier 3 (Specialty),15-30%,1.2,0.5,No,No
28492090,28,Inorganic Chemicals,OTHER CARBIDES OF SILICON,58.72,59.49,1.3,3.3,High,Tier 2.5 (Quick-win),60-75%,35.7,0.8,Yes,No
28499010,28,Inorganic Chemicals,BORON CARBIDE,5.77,6.61,14.5,4.5,High,Tier 3 (Specialty),15-30%,1.0,0.5,No,No
28499020,28,Inorganic Chemicals,TUNGSTEN CARBIDE,3.46,2.58,-25.5,3.0,High,Tier 3 (Specialty),15-30%,0.4,0.5,No,No
28499090,28,Inorganic Chemicals,0THER METAL CARBIDES,5.4,12.64,134.2,5.4,High,Tier 3 (Specialty),15-30%,1.9,0.5,No,No
28500010,28,Inorganic Chemicals,HYDRIED (OTHER THAN LITHIUM               ALLUMINIUM HYDRIED),64.11,54.97,-14.2,3.0,High,Tier 2.5 (Quick-win),60-75%,33.0,0.8,Yes,No
28500020,28,Inorganic Chemicals,NITRIDES,5.92,6.85,15.7,4.5,High,Tier 3 (Specialty),15-30%,1.0,0.5,No,No
28500030,28,Inorganic Chemicals,AZIDES,1.12,0.0,-99.6,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28500041,28,Inorganic Chemicals,CALCIUM SILICIDE,1.03,8.79,754.6,5.4,High,Tier 3 (Specialty),15-30%,1.3,0.5,No,No
28500049,28,Inorganic Chemicals,OTHER SILICIDES EXCEPTCALCIUM,10.47,16.48,57.4,5.4,High,Tier 3 (Specialty),15-30%,2.5,0.5,No,No
28500050,28,Inorganic Chemicals,BORIDES,1.59,1.3,-18.5,3.0,High,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
28521000,28,Inorganic Chemicals,CHEMICALLY DEFINED,0.72,0.73,1.8,3.3,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
28529000,28,Inorganic Chemicals,OTHER COMPOUNDS OF MERCURY,0.0,0.02,4316.2,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28531000,28,Inorganic Chemicals,CYANOGEN CHLORIDE (CHLORCYAN),0.0,0.0,-99.9,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28539010,28,Inorganic Chemicals,DISTILLED OR CONDUCTIVITY WATER AND WATER OF SIMILAR PURITY,1.65,2.61,57.8,5.4,High,Tier 3 (Specialty),15-30%,0.4,0.5,No,No
28539020,28,Inorganic Chemicals,"LIQUID AIR,   WHETHER OR NOT RARE GASES HAVE BEEN REMOVED",0.06,0.11,100.4,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28539030,28,Inorganic Chemicals,COMPRESSED AIR,0.29,0.38,30.6,5.4,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
28539040,28,Inorganic Chemicals,"AMALGAMS,  OTHER THAN OF PRECIOUS METALS",0.7,0.2,-71.5,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28539050,28,Inorganic Chemicals,"MAGNESIUM PHOSPHIDE PLATES, ZINC PHOSPHIDE",0.0,0.0,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
28539090,28,Inorganic Chemicals,"OTHERS-OF-OTHERS-OF-PHOSPHIDES,WTH/NOT CHEMCALY DEFN,EXCL FERROPHOS...",5.69,5.26,-7.6,3.0,High,Tier 3 (Specialty),15-30%,0.8,0.5,No,No
29011000,29,Organic Chemicals,SATURATED ACYCLIC HYDROCARBONS,654.0,688.9,5.3,4.95,High,Tier 2.5 (Quick-win),60-75%,413.3,0.8,Yes,No
29012100,29,Organic Chemicals,UNSATURATED ETHYLENE,67.34,44.14,-34.5,3.0,High,Tier 3 (Specialty),15-30%,6.6,0.5,No,No
29012200,29,Organic Chemicals,UNSATURATED PROPENE (PROPYLENE),0.29,14.12,4707.9,5.4,High,Tier 3 (Specialty),15-30%,2.1,0.5,No,No
29012300,29,Organic Chemicals,UNSTRD BUTENE (BUTYLENE)AND ISOMERS THEREOF,0.2,1.92,878.9,5.4,High,Tier 3 (Specialty),15-30%,0.3,0.5,No,No
29012400,29,Organic Chemicals,UNSTRD BUTS-1 3-DIENE AND ISOPRENE,0.08,1.36,1625.5,5.4,High,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
29012910,29,Organic Chemicals,ACETYLENE W/N IN DISSOLVED CONDITION,0.99,0.78,-20.7,3.0,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
29012920,29,Organic Chemicals,HEPTENE (HEPTYLENE,4.87,3.84,-21.3,3.0,High,Tier 3 (Specialty),15-30%,0.6,0.5,No,No
29012930,29,Organic Chemicals,DIHYDROMYRCENE,38.33,50.39,31.4,5.4,High,Tier 2.5 (Quick-win),60-75%,30.2,0.8,Yes,No
29012940,29,Organic Chemicals,TETRADECENE,50.36,69.66,38.3,5.4,High,Tier 2.5 (Quick-win),60-75%,41.8,0.8,Yes,No
29012990,29,Organic Chemicals,OTHER ACYCLIC HYDROCARBONS,140.02,164.87,17.7,5.4,High,Tier 2.5 (Quick-win),60-75%,98.9,0.8,Yes,No
29021100,29,Organic Chemicals,CYCLOHEXANE,12.79,10.16,-20.6,3.0,High,Tier 3 (Specialty),15-30%,1.5,0.5,No,No
29021910,29,Organic Chemicals,CYCLOPROPYL ACTETYLENE,1.76,1.91,8.3,3.3,High,Tier 3 (Specialty),15-30%,0.3,0.5,No,No
29021920,29,Organic Chemicals,1-METHYL CYCLOPROPENE,0.0,0.0,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
29021990,29,Organic Chemicals,"OTHERS-OF-OTHER CYCLANES,CYCLENES AND CYCLOTERPENES",119.63,127.92,6.9,3.96,High,Tier 2.5 (Quick-win),60-75%,76.8,0.8,Yes,No
29022000,29,Organic Chemicals,BENZENE,0.03,5.32,16395.4,5.4,High,Tier 3 (Specialty),15-30%,0.8,0.5,No,No
29023000,29,Organic Chemicals,TOLUENE,551.12,449.77,-18.4,3.6,High,Tier 2.5 (Quick-win),60-75%,269.9,0.8,Yes,No
29024100,29,Organic Chemicals,O-XYLENE,262.46,245.88,-6.3,3.6,High,Tier 2.5 (Quick-win),60-75%,147.5,0.8,Yes,No
29024200,29,Organic Chemicals,M-XYLENE,2.81,1.64,-41.5,3.0,High,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
29024300,29,Organic Chemicals,P-XYLENE,942.08,720.75,-23.5,9.0,High,Tier 2 (Dependent),30-50%,216.2,0.7,No,Yes
29024400,29,Organic Chemicals,MIXED XYLENE ISOMERS,0.11,1.17,983.0,5.4,High,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
29025000,29,Organic Chemicals,STYRENE,1314.26,1133.78,-13.7,6.0,High,Tier 2 (Dependent),30-50%,340.1,0.7,No,No
29026000,29,Organic Chemicals,ETHYLBENZENE,1.79,1.48,-17.6,3.0,High,Tier 3 (Specialty),15-30%,0.2,0.5,No,No
29027000,29,Organic Chemicals,CUMENE,52.48,36.23,-31.0,3.0,High,Tier 3 (Specialty),15-30%,5.4,0.5,No,No
29029010,29,Organic Chemicals,DIPENTENE,3.24,3.65,12.7,4.5,High,Tier 3 (Specialty),15-30%,0.5,0.5,No,No
29029020,29,Organic Chemicals,DIPHENYL METHANE,0.0,0.01,187.0,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
29029030,29,Organic Chemicals,DODECYCL BENZENES (EXCL MXD ALKYLARENES),1.03,7.58,635.4,5.4,High,Tier 3 (Specialty),15-30%,1.1,0.5,No,No
29029040,29,Organic Chemicals,NAPTHALENE PURE,32.73,29.31,-10.5,3.0,High,Tier 3 (Specialty),15-30%,4.4,0.5,No,No
29029050,29,Organic Chemicals,IS0BUTYL BENZENE,0.0,0.0,161.4,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
29029090,29,Organic Chemicals,OTHER CYCLIC HYDROCARBONS,48.8,43.26,-11.3,3.0,High,Tier 3 (Specialty),15-30%,6.5,0.5,No,No
29031110,29,Organic Chemicals,CHLOROMETHANE METHYL CHLORIDE,0.06,0.08,44.1,5.4,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
29031120,29,Organic Chemicals,CHLOROETHANE ETHYL CHLORIDE,1.58,0.56,-64.9,3.0,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
29031200,29,Organic Chemicals,DICHLOROMETHANE (METHYLENE CHLORIDE),5.72,5.74,0.3,3.3,High,Tier 3 (Specialty),15-30%,0.9,0.5,No,No
29031300,29,Organic Chemicals,CHLOROFORM (TRICHLOROMETHANE),1.7,0.85,-50.2,3.0,High,Tier 3 (Specialty),15-30%,0.1,0.5,No,No
29031400,29,Organic Chemicals,CARBON TETRACHLORIDE,0.0,0.0,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
29031500,29,Organic Chemicals,"1,2 DICHLOROMETHANE (ETHYLNE DICHLORIDE)",198.36,132.51,-33.2,3.6,High,Tier 2.5 (Quick-win),60-75%,79.5,0.8,Yes,No
29031910,29,Organic Chemicals,TETRACHLOROETHANE,0.12,0.05,-57.8,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
29031921,29,Organic Chemicals,"1,1,1,-TRICHLOROETHANE ( METHYL CHLOROFORM )",0.0,0.03,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
29031929,29,Organic Chemicals,OTHERS-OF-OTHER CHLOROMETHANE AND CHLOROETHANE,0.0,0.0,,3.0,High,Tier 3 (Specialty),15-30%,0.0,0.5,No,No
29031990,29,Organic Chemicals,OTHER CHLOROMETHANE AND CHLOROETHANE,8.57,7.23,-15.6,3.0,High,Tier 3 (Specialty),15-30%,1.1,0.5,No,No
29032100,29,Organic Chemicals,"VINYL CHLORIDE (CHLOROETHYLENE),UNSTRTD",353.17,321.0,-9.1,3.6,High,Tier 2.5 (Quick-win),60-75%,192.6,0.8,Yes,No
