effect,coef,se,p,horizon,n,p_fdr
reversal_monthly:not_distress,16.116449840800843,17.674735781252547,0.36185537007061985,xret_T+252d,14406,0.998345388071379
reversal_monthly:pead_positive_surprise,49.98419699821484,49.429009638231,0.3119053963608175,xret_T+252d,14406,0.998345388071379
reversal_monthly:debt_reduction,13.074066477231197,44.338462655667456,0.7680934658346618,xret_T+252d,14406,0.998345388071379
reversal_monthly:net_margin,-18.83077400454023,17.91976959037314,0.2933330211189553,xret_T+252d,14406,0.998345388071379
reversal_monthly:operating_margin,-4.360437913810188,19.166937236934793,0.8200366043021027,xret_T+252d,14406,0.998345388071379
reversal_monthly:pb_value,-7.876552691523699,13.27749600703929,0.5530300736426503,xret_T+252d,14406,0.998345388071379
reversal_monthly:eps_growth,43.13461287827552,55.76521150458523,0.43922417598864993,xret_T+252d,14406,0.998345388071379
reversal_monthly:roic_value,-6.9469475773258695,403.9944617833407,0.9862805320586594,xret_T+252d,14406,0.998345388071379
reversal_monthly:net_debt_ebitda,-11.668472170819044,24.112273622042913,0.6284408586294907,xret_T+252d,14406,0.998345388071379
reversal_monthly:low_asset_growth,-43.017693582864446,35.478272978366924,0.2253179414700992,xret_T+252d,14406,0.998345388071379
reversal_monthly:quick_ratio,-0.7178610527971596,11.85218047019359,0.951703380906306,xret_T+252d,14406,0.998345388071379
reversal_monthly:operating_profit_growth,-53.37144174537917,202.00671123698677,0.7916209720860284,xret_T+252d,14406,0.998345388071379
low_beta:not_distress,2.4734056221429483,9.885904485252878,0.8024364148988011,xret_T+252d,14406,0.998345388071379
low_beta:pead_positive_surprise,-7.957822297066381,22.048763537782822,0.7181598433435403,xret_T+252d,14406,0.998345388071379
low_beta:net_margin,-5.899339706715827,17.510924407157702,0.7361961911805678,xret_T+252d,14406,0.998345388071379
low_beta:operating_margin,9.264829297640528,18.876113858491472,0.6235516986604391,xret_T+252d,14406,0.998345388071379
low_beta:pb_value,4.444682331808555,8.55418471547121,0.6033482695796688,xret_T+252d,14406,0.998345388071379
low_beta:net_debt_ebitda,7.928038757947789,8.917084998148486,0.37395786727319147,xret_T+252d,14406,0.998345388071379
low_beta:low_asset_growth,2.4359491353561924,11.09191100455969,0.8261710714807333,xret_T+252d,14406,0.998345388071379
low_beta:quick_ratio,-1.2649053481707933,8.410250363898461,0.8804486948127368,xret_T+252d,14406,0.998345388071379
bull_cartel:pead_positive_surprise,69.88024474628338,162.81685441228782,0.6677810312518078,xret_T+252d,14406,0.998345388071379
bull_cartel:eps_growth,-178.7821536492649,278.6856610995348,0.5211855240991502,xret_T+252d,14406,0.998345388071379
bull_cartel:operating_profit_growth,-24.94049173260296,37.082229951694835,0.5012192395876514,xret_T+252d,14406,0.998345388071379
not_distress:pead_positive_surprise,109.32509700268717,77.68939068033619,0.15936585396006941,xret_T+252d,14406,0.998345388071379
not_distress:net_margin,1.186036291389211,14.752425903260768,0.9359222942120179,xret_T+252d,14406,0.998345388071379
not_distress:operating_margin,-5.8284449302889625,17.207607780028475,0.7348257504123408,xret_T+252d,14406,0.998345388071379
not_distress:pb_value,-4.016598136776629,9.717366829545695,0.6793558891583711,xret_T+252d,14406,0.998345388071379
not_distress:eps_growth,-105.02112564352512,77.06194219361619,0.1729410070242151,xret_T+252d,14406,0.998345388071379
not_distress:low_asset_growth,-20.31263081044867,14.584733319763775,0.1637007235567467,xret_T+252d,14406,0.998345388071379
not_distress:quick_ratio,15.517793893636867,11.023329511603048,0.15921312456194825,xret_T+252d,14406,0.998345388071379
not_distress:operating_profit_growth,11.415680733959523,31.262164117042595,0.7149922403970737,xret_T+252d,14406,0.998345388071379
pead_positive_surprise:net_margin,55.33784586792695,88.91175813314106,0.5336850349330653,xret_T+252d,14406,0.998345388071379
pead_positive_surprise:operating_margin,-23.49160522557768,74.05686107976061,0.7510839723839771,xret_T+252d,14406,0.998345388071379
pead_positive_surprise:pb_value,30.581207155958264,48.874248320665345,0.5315038140212398,xret_T+252d,14406,0.998345388071379
pead_positive_surprise:eps_growth,-4.84151884197296,98.12845578292422,0.9606494731180008,xret_T+252d,14406,0.998345388071379
pead_positive_surprise:net_debt_ebitda,-23.492837560013005,42.83293101661614,0.5833650579661506,xret_T+252d,14406,0.998345388071379
pead_positive_surprise:low_asset_growth,-20.962575192497376,48.42410037621726,0.6650906886247894,xret_T+252d,14406,0.998345388071379
pead_positive_surprise:quick_ratio,1.4710205483155274,12.588630977058164,0.9069764646089942,xret_T+252d,14406,0.998345388071379
pead_positive_surprise:operating_profit_growth,10.61612270695549,70.55507192929525,0.880397160628655,xret_T+252d,14406,0.998345388071379
net_margin:operating_margin,4.375284771606212,21.36815387012452,0.8377617761337695,xret_T+252d,14406,0.998345388071379
net_margin:pb_value,-10.839089303102055,22.78451749730287,0.6342726621172248,xret_T+252d,14406,0.998345388071379
net_margin:eps_growth,-114.09739193257911,95.47143150079593,0.23205007282438428,xret_T+252d,14406,0.998345388071379
net_margin:roic_value,19.73191001787822,72.69076749241543,0.786044938106334,xret_T+252d,14406,0.998345388071379
